14,20,21,17,16,13,12,1,15,10,booking_status
26.0,161.0,0.0,17.0,10.0,1.0,2.0,1.0,2017.0,2.0,0
98.0,121.5,2.0,16.0,7.0,1.0,1.0,1.0,2018.0,2.0,0
433.0,70.0,0.0,8.0,9.0,3.0,0.0,0.0,2018.0,2.0,1
195.0,72.25,0.0,8.0,8.0,5.0,2.0,0.0,2018.0,2.0,0
188.0,130.0,0.0,15.0,6.0,2.0,0.0,0.0,2018.0,1.0,1
74.0,112.5,1.0,6.0,4.0,3.0,0.0,1.0,2018.0,2.0,1
273.0,95.0,0.0,13.0,5.0,2.0,1.0,0.0,2018.0,2.0,1
6.0,66.3,0.0,15.0,12.0,3.0,1.0,1.0,2018.0,2.0,0
89.0,83.66,1.0,21.0,3.0,5.0,2.0,1.0,2018.0,2.0,0
56.0,180.0,1.0,20.0,3.0,0.0,2.0,1.0,2018.0,2.0,1
103.0,114.3,1.0,12.0,7.0,5.0,1.0,1.0,2018.0,2.0,0
155.0,117.42,0.0,30.0,8.0,11.0,4.0,1.0,2018.0,1.0,1
3.0,128.8,0.0,11.0,6.0,1.0,0.0,1.0,2018.0,2.0,0
180.0,120.0,0.0,10.0,10.0,2.0,1.0,0.0,2018.0,1.0,1
92.0,89.85,2.0,12.0,7.0,4.0,0.0,1.0,2018.0,2.0,0
56.0,82.0,0.0,17.0,9.0,2.0,0.0,0.0,2017.0,2.0,0
279.0,110.0,0.0,12.0,10.0,3.0,0.0,1.0,2018.0,2.0,1
134.0,114.3,1.0,10.0,8.0,2.0,0.0,1.0,2018.0,2.0,0
8.0,139.0,1.0,25.0,3.0,2.0,0.0,1.0,2018.0,2.0,0
10.0,172.0,2.0,29.0,4.0,2.0,2.0,1.0,2018.0,3.0,0
2.0,148.0,1.0,21.0,8.0,0.0,2.0,1.0,2018.0,2.0,0
52.0,79.5,1.0,26.0,2.0,2.0,1.0,1.0,2018.0,2.0,1
116.0,61.0,0.0,28.0,2.0,1.0,2.0,0.0,2018.0,1.0,1
89.0,186.3,0.0,21.0,7.0,2.0,0.0,1.0,2018.0,2.0,1
193.0,120.0,0.0,20.0,6.0,2.0,1.0,1.0,2018.0,2.0,1
92.0,90.0,0.0,11.0,11.0,1.0,0.0,0.0,2018.0,2.0,0
95.0,130.5,1.0,1.0,7.0,3.0,2.0,1.0,2018.0,2.0,0
6.0,109.0,1.0,4.0,2.0,3.0,1.0,1.0,2018.0,2.0,1
60.0,106.2,1.0,1.0,4.0,2.0,1.0,1.0,2018.0,2.0,0
359.0,105.0,1.0,16.0,9.0,2.0,2.0,1.0,2018.0,2.0,1
67.0,88.4,2.0,23.0,11.0,4.0,0.0,1.0,2018.0,2.0,1
177.0,123.75,0.0,3.0,8.0,4.0,1.0,1.0,2018.0,2.0,1
101.0,54.06,0.0,12.0,4.0,5.0,1.0,1.0,2018.0,2.0,0
15.0,80.0,0.0,19.0,2.0,1.0,0.0,0.0,2018.0,1.0,0
30.0,94.2,0.0,31.0,8.0,1.0,0.0,1.0,2018.0,1.0,0
89.0,128.85,0.0,8.0,5.0,2.0,2.0,1.0,2018.0,2.0,0
21.0,133.5,0.0,29.0,9.0,4.0,0.0,1.0,2017.0,2.0,1
6.0,70.0,0.0,5.0,8.0,4.0,2.0,0.0,2017.0,2.0,0
135.0,119.85,2.0,16.0,6.0,3.0,1.0,1.0,2018.0,2.0,0
1.0,0.0,0.0,2.0,3.0,1.0,0.0,1.0,2018.0,1.0,0
37.0,145.8,2.0,21.0,9.0,3.0,1.0,1.0,2017.0,2.0,0
45.0,75.0,1.0,7.0,11.0,5.0,2.0,0.0,2018.0,2.0,0
168.0,72.25,2.0,12.0,8.0,3.0,2.0,0.0,2018.0,2.0,0
143.0,100.3,0.0,2.0,6.0,3.0,2.0,1.0,2018.0,2.0,1
25.0,75.2,0.0,29.0,11.0,1.0,0.0,1.0,2018.0,1.0,0
102.0,101.5,0.0,16.0,10.0,2.0,0.0,1.0,2017.0,2.0,1
4.0,81.6,2.0,5.0,12.0,2.0,2.0,0.0,2017.0,2.0,0
108.0,108.0,2.0,17.0,10.0,3.0,1.0,1.0,2018.0,2.0,0
8.0,65.0,1.0,28.0,7.0,1.0,0.0,0.0,2018.0,1.0,0
56.0,185.0,0.0,25.0,9.0,2.0,2.0,0.0,2017.0,2.0,0
12.0,220.0,0.0,19.0,8.0,1.0,0.0,1.0,2018.0,2.0,1
0.0,80.0,0.0,23.0,8.0,0.0,1.0,1.0,2017.0,1.0,0
37.0,75.0,1.0,30.0,10.0,1.0,2.0,0.0,2018.0,2.0,0
0.0,158.0,0.0,9.0,5.0,1.0,1.0,1.0,2018.0,3.0,0
39.0,87.0,0.0,14.0,8.0,2.0,0.0,0.0,2017.0,1.0,0
36.0,103.95,0.0,8.0,4.0,1.0,0.0,1.0,2018.0,2.0,0
63.0,131.75,2.0,26.0,7.0,5.0,0.0,0.0,2018.0,2.0,0
87.0,112.01,1.0,29.0,5.0,2.0,2.0,1.0,2018.0,0.0,0
58.0,79.2,1.0,13.0,11.0,2.0,1.0,1.0,2017.0,2.0,0
301.0,52.0,0.0,18.0,11.0,2.0,0.0,0.0,2018.0,2.0,1
346.0,115.0,1.0,13.0,9.0,2.0,0.0,1.0,2018.0,2.0,1
